,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
innovations[4758],-0.056,0.979,-1.957,1.698,0.015,0.019,4317.0,2229.0,1.0
innovations[4759],-0.081,0.979,-2.035,1.647,0.015,0.02,4412.0,1776.0,1.0
innovations[4760],-0.062,0.987,-1.864,1.802,0.016,0.018,3621.0,2158.0,1.0
innovations[4761],-0.063,1.009,-1.943,1.786,0.017,0.018,3628.0,2341.0,1.0
innovations[4762],-0.015,0.992,-1.805,1.915,0.015,0.022,4306.0,1896.0,1.0
innovations[4763],-0.058,0.995,-2.013,1.718,0.015,0.019,4310.0,1962.0,1.0
innovations[4764],-0.061,0.983,-1.92,1.806,0.015,0.019,4054.0,2364.0,1.0
innovations[4765],-0.069,0.988,-1.924,1.827,0.017,0.021,3344.0,2301.0,1.0
innovations[4766],-0.055,1.02,-1.845,1.92,0.015,0.021,4343.0,2232.0,1.0
innovations[4767],-0.061,1.01,-1.85,1.922,0.016,0.02,4235.0,2133.0,1.0
innovations[4768],-0.037,1.006,-1.957,1.884,0.016,0.023,3881.0,1699.0,1.0
innovations[4769],-0.044,1.016,-1.944,1.916,0.015,0.022,4682.0,2140.0,1.0
innovations[4770],-0.037,0.997,-1.85,1.889,0.017,0.018,3369.0,2200.0,1.0
innovations[4771],-0.054,0.985,-1.805,1.874,0.016,0.019,3607.0,2010.0,1.0
innovations[4772],-0.053,0.989,-1.966,1.795,0.014,0.018,5056.0,2485.0,1.0
innovations[4773],-0.041,1.012,-1.893,1.88,0.016,0.019,3863.0,2286.0,1.0
innovations[4774],-0.035,1.004,-1.84,1.914,0.016,0.019,3921.0,1884.0,1.0
innovations[4775],-0.065,0.982,-1.929,1.774,0.015,0.019,4258.0,2141.0,1.0
innovations[4776],-0.059,1.002,-1.902,1.759,0.015,0.019,4547.0,2066.0,1.0
innovations[4777],-0.027,1.018,-1.991,1.818,0.015,0.026,4406.0,1963.0,1.0
innovations[4778],-0.015,0.987,-1.918,1.805,0.015,0.02,4271.0,2108.0,1.0
innovations[4779],-0.038,0.984,-1.854,1.843,0.015,0.019,4401.0,2221.0,1.0
innovations[4780],-0.013,0.971,-1.971,1.66,0.016,0.018,3510.0,2242.0,1.0
innovations[4781],-0.049,1.009,-1.869,1.889,0.016,0.018,3947.0,2160.0,1.0
innovations[4782],-0.022,0.997,-1.871,1.823,0.015,0.019,4245.0,2037.0,1.01
innovations[4783],-0.04,0.967,-1.801,1.736,0.015,0.019,4397.0,1968.0,1.0
innovations[4784],-0.02,0.992,-1.922,1.894,0.016,0.02,4082.0,1858.0,1.0
innovations[4785],-0.034,0.983,-2.033,1.68,0.015,0.02,4042.0,1990.0,1.0
innovations[4786],-0.036,0.998,-1.86,1.893,0.016,0.021,4096.0,2026.0,1.0
innovations[4787],-0.028,1.001,-1.796,1.89,0.016,0.017,3963.0,2487.0,1.0
innovations[4788],-0.016,0.99,-1.842,1.919,0.015,0.019,4596.0,2389.0,1.0
innovations[4789],-0.011,0.99,-1.97,1.781,0.013,0.019,5582.0,2161.0,1.0
innovations[4790],-0.017,0.973,-1.79,1.803,0.016,0.017,3635.0,2155.0,1.0
innovations[4791],-0.006,0.996,-1.915,1.874,0.017,0.021,3640.0,2075.0,1.0
innovations[4792],-0.024,1.007,-1.787,1.974,0.016,0.021,3961.0,1956.0,1.0
innovations[4793],-0.005,0.993,-1.817,1.932,0.016,0.021,3869.0,2327.0,1.0
innovations[4794],-0.025,0.981,-1.84,1.774,0.014,0.019,5008.0,2159.0,1.0
innovations[4795],-0.031,0.992,-1.782,1.9,0.015,0.02,4368.0,2246.0,1.0
innovations[4796],-0.029,0.968,-1.808,1.768,0.016,0.017,3884.0,2127.0,1.0
innovations[4797],-0.01,1.023,-1.804,2.091,0.017,0.021,3736.0,2172.0,1.0
innovations[4798],-0.014,0.979,-1.854,1.836,0.016,0.019,3935.0,2324.0,1.0
innovations[4799],-0.026,1.012,-1.951,1.801,0.014,0.019,5040.0,2311.0,1.0
innovations[4800],-0.017,1.02,-1.916,1.864,0.016,0.021,4104.0,2231.0,1.0
innovations[4801],-0.006,0.982,-1.77,1.959,0.016,0.019,3689.0,2168.0,1.0
innovations[4802],0.005,1.023,-1.931,1.942,0.016,0.021,3840.0,1678.0,1.0
innovations[4803],-0.004,1.0,-1.848,1.856,0.015,0.019,4207.0,2370.0,1.0
innovations[4804],-0.01,0.975,-1.865,1.86,0.014,0.019,5250.0,2369.0,1.0
innovations[4805],0.01,0.981,-1.851,1.783,0.014,0.019,5004.0,2481.0,1.0
innovations[4806],-0.004,1.004,-1.881,1.852,0.016,0.019,3932.0,2270.0,1.0
innovations[4807],-0.016,1.042,-1.918,1.892,0.015,0.019,4496.0,2191.0,1.0
innovations[4808],-0.034,1.026,-1.967,1.986,0.016,0.022,4192.0,1754.0,1.0
innovations[4809],-0.041,1.001,-1.847,1.892,0.016,0.02,4112.0,2185.0,1.0
innovations[4810],0.004,1.008,-1.81,1.856,0.017,0.018,3634.0,2390.0,1.0
innovations[4811],0.009,1.007,-1.874,1.79,0.015,0.019,4401.0,2540.0,1.0
innovations[4812],-0.062,0.86,-1.647,1.457,0.015,0.016,3154.0,2192.0,1.0
innovations[4813],-0.404,0.869,-1.976,1.261,0.015,0.016,3233.0,2237.0,1.0
innovations[4814],-0.481,0.886,-2.115,1.258,0.015,0.017,3515.0,2022.0,1.0
innovations[4815],0.033,0.895,-1.751,1.678,0.016,0.016,3232.0,1978.0,1.0
innovations[4816],-0.165,0.901,-1.862,1.489,0.015,0.017,3837.0,2026.0,1.0
innovations[4817],-0.013,0.907,-1.675,1.693,0.014,0.016,3951.0,2109.0,1.0
innovations[4818],0.116,0.893,-1.629,1.639,0.016,0.014,3310.0,2159.0,1.01
innovations[4819],-0.005,0.892,-1.59,1.772,0.015,0.018,3575.0,1900.0,1.0
innovations[4820],0.151,0.869,-1.538,1.659,0.013,0.017,4217.0,2378.0,1.0
innovations[4821],0.319,0.884,-1.288,2.001,0.015,0.016,3530.0,1992.0,1.0
innovations[4822],-0.12,0.916,-1.846,1.548,0.014,0.017,4466.0,2443.0,1.0
innovations[4823],-0.236,0.88,-1.913,1.383,0.015,0.016,3693.0,2233.0,1.0
innovations[4824],-0.417,0.896,-2.033,1.27,0.015,0.017,3665.0,2152.0,1.0
innovations[4825],-0.3,0.888,-1.924,1.396,0.015,0.018,3664.0,1995.0,1.0
innovations[4826],-0.239,0.914,-1.967,1.386,0.015,0.019,3932.0,2151.0,1.0
innovations[4827],-0.182,0.892,-1.854,1.495,0.016,0.015,3264.0,2175.0,1.0
innovations[4828],-0.205,0.922,-1.852,1.565,0.014,0.017,4322.0,2363.0,1.0
innovations[4829],-0.205,0.897,-2.043,1.325,0.015,0.017,3360.0,2000.0,1.0
innovations[4830],-0.575,0.914,-2.293,1.195,0.015,0.018,3880.0,2266.0,1.0
innovations[4831],-0.684,0.917,-2.309,1.12,0.015,0.016,3909.0,2248.0,1.0
innovations[4832],-0.428,0.942,-2.25,1.275,0.016,0.022,3446.0,1964.0,1.0
innovations[4833],-0.574,0.947,-2.281,1.239,0.015,0.019,3870.0,2237.0,1.0
innovations[4834],-0.506,0.935,-2.325,1.182,0.015,0.017,3765.0,2253.0,1.0
innovations[4835],-0.366,0.968,-2.071,1.557,0.014,0.02,4429.0,2060.0,1.0
innovations[4836],-0.275,0.96,-1.975,1.626,0.015,0.021,4245.0,1968.0,1.0
innovations[4837],-0.198,0.947,-2.016,1.54,0.016,0.017,3465.0,2210.0,1.0
innovations[4838],-0.06,0.975,-1.882,1.698,0.016,0.018,3690.0,2456.0,1.0
innovations[4839],-0.292,0.954,-1.998,1.504,0.015,0.017,3960.0,2402.0,1.0
innovations[4840],-0.221,0.978,-2.123,1.567,0.016,0.018,3662.0,2223.0,1.0
innovations[4841],-0.123,0.951,-1.814,1.754,0.015,0.021,3927.0,2060.0,1.0
innovations[4842],-0.065,0.937,-1.817,1.702,0.014,0.017,4409.0,2522.0,1.0
innovations[4843],-0.34,0.969,-2.111,1.466,0.015,0.021,4038.0,2029.0,1.0
innovations[4844],-0.283,0.973,-2.067,1.531,0.015,0.018,3986.0,2266.0,1.0
innovations[4845],-0.223,0.978,-1.998,1.625,0.016,0.019,3557.0,2449.0,1.0
innovations[4846],-0.156,0.965,-1.981,1.535,0.015,0.017,4228.0,2484.0,1.0
innovations[4847],-0.07,0.992,-1.844,1.908,0.016,0.019,4055.0,2197.0,1.0
innovations[4848],-0.044,0.981,-1.875,1.753,0.015,0.021,4077.0,2544.0,1.0
innovations[4849],0.037,0.991,-1.79,1.903,0.015,0.018,4278.0,2237.0,1.0
innovations[4850],0.038,0.96,-1.832,1.788,0.016,0.017,3695.0,2250.0,1.0
innovations[4851],0.147,0.94,-1.636,1.912,0.013,0.018,4864.0,2138.0,1.0
innovations[4852],0.168,1.004,-1.719,2.08,0.015,0.02,4636.0,2187.0,1.0
innovations[4853],0.22,0.954,-1.671,1.872,0.014,0.017,4353.0,2247.0,1.0
innovations[4854],-0.05,0.958,-1.828,1.773,0.017,0.02,3367.0,2173.0,1.0
innovations[4855],-0.017,0.958,-1.857,1.79,0.015,0.018,4085.0,2236.0,1.0
innovations[4856],0.083,0.948,-1.699,1.785,0.014,0.019,4551.0,2249.0,1.0
innovations[4857],0.134,0.951,-1.646,1.86,0.016,0.018,3710.0,2132.0,1.0
innovations[4858],-0.121,0.95,-1.967,1.587,0.015,0.019,4296.0,2327.0,1.0
innovations[4859],-0.049,0.959,-1.756,1.918,0.016,0.018,3581.0,2128.0,1.0
innovations[4860],-0.011,0.996,-1.829,1.889,0.018,0.02,3175.0,1877.0,1.0
innovations[4861],0.047,0.958,-1.791,1.78,0.016,0.017,3499.0,2247.0,1.0
innovations[4862],0.123,0.989,-1.674,1.998,0.014,0.022,4709.0,1702.0,1.0
innovations[4863],0.189,0.989,-1.756,2.011,0.014,0.021,4845.0,2046.0,1.0
innovations[4864],0.237,0.944,-1.453,2.069,0.015,0.022,3738.0,1793.0,1.0
innovations[4865],0.326,0.96,-1.588,2.017,0.016,0.019,3717.0,1916.0,1.0
innovations[4866],0.062,0.938,-1.574,1.944,0.015,0.019,4010.0,2087.0,1.0
innovations[4867],0.119,0.947,-1.587,1.986,0.014,0.018,4397.0,2449.0,1.0
innovations[4868],0.237,0.925,-1.522,1.936,0.016,0.016,3576.0,1890.0,1.0
innovations[4869],0.342,0.945,-1.412,2.124,0.015,0.019,3743.0,1896.0,1.0
innovations[4870],0.427,0.936,-1.415,2.124,0.014,0.018,4483.0,2393.0,1.0
innovations[4871],0.518,0.921,-1.266,2.17,0.015,0.018,3607.0,2061.0,1.0
innovations[4872],0.007,0.949,-1.744,1.784,0.015,0.017,4057.0,2435.0,1.0
innovations[4873],0.164,0.926,-1.656,1.805,0.016,0.018,3453.0,1858.0,1.0
innovations[4874],0.362,0.959,-1.42,2.172,0.015,0.019,3954.0,2316.0,1.0
innovations[4875],0.509,0.933,-1.222,2.267,0.015,0.018,4138.0,2217.0,1.0
innovations[4876],0.739,0.935,-0.995,2.533,0.014,0.017,4383.0,2102.0,1.0
innovations[4877],0.968,0.947,-0.679,2.863,0.014,0.018,4327.0,2177.0,1.0
innovations[4878],1.324,0.91,-0.337,3.023,0.014,0.017,3959.0,2135.0,1.0
innovations[4879],1.589,0.865,-0.1,3.118,0.014,0.019,4001.0,2057.0,1.0
innovations[4880],1.189,0.825,-0.244,2.782,0.014,0.015,3674.0,2073.0,1.0
innovations[4881],0.974,0.839,-0.525,2.615,0.013,0.015,3959.0,2000.0,1.0
innovations[4882],-0.072,0.808,-1.532,1.494,0.016,0.015,2656.0,1852.0,1.0
innovations[4883],-0.753,0.8,-2.299,0.719,0.015,0.014,2851.0,2234.0,1.0
innovations[4884],-0.267,0.814,-1.843,1.187,0.015,0.015,3017.0,1713.0,1.0
innovations[4885],-0.245,0.823,-1.772,1.264,0.013,0.016,3854.0,2278.0,1.0
innovations[4886],-0.282,0.83,-1.902,1.224,0.014,0.015,3388.0,2444.0,1.0
innovations[4887],-0.516,0.811,-2.086,0.946,0.015,0.014,2934.0,2190.0,1.0
innovations[4888],-0.201,0.855,-1.794,1.45,0.015,0.019,3152.0,1657.0,1.01
innovations[4889],0.027,0.862,-1.602,1.593,0.015,0.015,3183.0,2430.0,1.0
innovations[4890],0.247,0.858,-1.315,1.903,0.015,0.015,3221.0,2205.0,1.0
innovations[4891],-0.099,0.832,-1.631,1.453,0.013,0.015,4382.0,2170.0,1.0
innovations[4892],-0.147,0.84,-1.708,1.459,0.014,0.014,3724.0,2497.0,1.0
innovations[4893],0.067,0.875,-1.585,1.696,0.015,0.016,3555.0,2371.0,1.0
innovations[4894],0.013,0.922,-1.662,1.832,0.016,0.019,3589.0,2109.0,1.0
innovations[4895],-0.086,1.009,-2.019,1.786,0.016,0.021,3942.0,2125.0,1.0
innovations[4896],-0.052,0.978,-1.839,1.765,0.016,0.02,3501.0,2255.0,1.0
innovations[4897],-0.008,0.984,-1.71,1.904,0.014,0.02,4748.0,2291.0,1.0
innovations[4898],-0.015,0.958,-1.643,1.961,0.015,0.02,3959.0,2266.0,1.0
innovations[4899],-0.001,0.977,-1.899,1.839,0.015,0.021,4014.0,1698.0,1.0
innovations[4900],0.059,1.003,-1.796,1.937,0.016,0.018,3975.0,2223.0,1.0
innovations[4901],0.05,0.956,-1.61,1.963,0.016,0.018,3730.0,2046.0,1.0
innovations[4902],0.104,1.001,-1.732,1.991,0.016,0.02,4070.0,1990.0,1.0
innovations[4903],0.097,0.979,-1.767,1.972,0.014,0.018,4754.0,2206.0,1.0
innovations[4904],0.147,0.985,-1.626,2.001,0.016,0.019,3776.0,1975.0,1.0
innovations[4905],0.159,0.939,-1.65,1.901,0.015,0.019,4069.0,2069.0,1.0
innovations[4906],0.198,0.965,-1.532,2.075,0.015,0.019,4133.0,1800.0,1.0
innovations[4907],0.22,0.971,-1.561,2.065,0.015,0.017,4070.0,2164.0,1.0
innovations[4908],0.264,0.996,-1.664,2.136,0.015,0.019,4041.0,1952.0,1.0
innovations[4909],0.288,0.989,-1.593,2.083,0.014,0.02,4708.0,1803.0,1.0
innovations[4910],0.326,0.937,-1.332,2.123,0.014,0.017,4258.0,2365.0,1.0
innovations[4911],0.372,0.958,-1.323,2.205,0.015,0.019,4224.0,2352.0,1.0
innovations[4912],0.42,0.974,-1.476,2.184,0.015,0.018,4459.0,2210.0,1.0
innovations[4913],0.128,0.958,-1.598,2.005,0.015,0.018,4060.0,2208.0,1.0
innovations[4914],-0.154,0.997,-2.05,1.707,0.015,0.022,4268.0,1697.0,1.0
innovations[4915],-0.127,0.96,-1.792,1.712,0.016,0.018,3611.0,1889.0,1.0
innovations[4916],-0.071,0.946,-1.882,1.684,0.014,0.018,4622.0,2449.0,1.0
innovations[4917],-0.008,0.957,-1.946,1.623,0.016,0.02,3850.0,1964.0,1.0
innovations[4918],0.054,1.007,-1.873,1.829,0.014,0.018,4826.0,2424.0,1.0
innovations[4919],0.091,1.01,-1.669,2.126,0.017,0.018,3667.0,2498.0,1.0
innovations[4920],-0.196,0.963,-2.075,1.649,0.015,0.019,3964.0,2234.0,1.0
innovations[4921],-0.159,0.947,-2.123,1.473,0.016,0.019,3668.0,2281.0,1.0
innovations[4922],-0.124,0.963,-1.944,1.697,0.015,0.017,4138.0,2037.0,1.0
innovations[4923],-0.071,0.924,-1.711,1.746,0.013,0.017,4776.0,2248.0,1.0
innovations[4924],-0.341,0.969,-2.108,1.487,0.016,0.02,3605.0,1721.0,1.0
innovations[4925],-0.322,0.967,-2.134,1.445,0.016,0.018,3664.0,2377.0,1.0
innovations[4926],-0.305,0.976,-2.099,1.487,0.016,0.018,3825.0,2270.0,1.0
innovations[4927],-0.255,0.977,-2.144,1.492,0.015,0.018,4572.0,2321.0,1.0
innovations[4928],-0.237,0.972,-2.033,1.472,0.018,0.02,2985.0,1773.0,1.0
innovations[4929],-0.225,0.983,-2.127,1.527,0.015,0.018,4482.0,2608.0,1.0
innovations[4930],-0.188,0.957,-2.073,1.528,0.016,0.019,3634.0,2168.0,1.0
innovations[4931],-0.148,0.955,-1.906,1.643,0.015,0.02,3964.0,2136.0,1.0
innovations[4932],-0.126,0.989,-1.979,1.686,0.015,0.018,4370.0,2226.0,1.0
innovations[4933],-0.088,1.022,-1.917,1.877,0.017,0.021,3707.0,2034.0,1.0
innovations[4934],-0.088,0.99,-1.944,1.829,0.016,0.019,3990.0,2142.0,1.0
innovations[4935],-0.079,0.982,-1.965,1.711,0.015,0.018,4172.0,2172.0,1.0
innovations[4936],-0.063,0.992,-1.992,1.748,0.015,0.02,4576.0,2166.0,1.0
innovations[4937],-0.003,0.967,-1.695,1.895,0.015,0.023,4099.0,1731.0,1.0
innovations[4938],-0.027,0.997,-2.012,1.824,0.016,0.019,3699.0,2079.0,1.0
innovations[4939],0.003,0.991,-1.845,1.831,0.014,0.02,4724.0,2233.0,1.0
innovations[4940],0.061,1.008,-1.866,2.05,0.015,0.023,3885.0,1895.0,1.0
innovations[4941],0.044,0.959,-1.742,1.827,0.016,0.018,3718.0,2207.0,1.0
innovations[4942],0.041,0.959,-1.691,1.881,0.016,0.018,3825.0,2343.0,1.0
innovations[4943],0.057,0.992,-1.751,1.937,0.016,0.021,3934.0,2169.0,1.0
innovations[4944],0.11,0.979,-1.646,2.051,0.015,0.02,4135.0,1842.0,1.0
innovations[4945],0.161,0.973,-1.726,2.007,0.017,0.019,3294.0,2081.0,1.0
innovations[4946],0.169,1.003,-1.744,1.988,0.018,0.018,3122.0,2166.0,1.0
innovations[4947],0.201,1.017,-1.724,2.087,0.016,0.02,4175.0,1767.0,1.0
innovations[4948],0.191,0.964,-1.631,2.022,0.016,0.018,3863.0,2377.0,1.0
innovations[4949],0.216,0.977,-1.602,2.099,0.016,0.017,3818.0,2151.0,1.0
innovations[4950],0.272,0.962,-1.517,2.036,0.016,0.018,3616.0,2344.0,1.0
innovations[4951],0.316,0.977,-1.48,2.124,0.014,0.018,4666.0,2138.0,1.0
innovations[4952],0.337,0.954,-1.457,2.166,0.013,0.019,5142.0,2008.0,1.01
innovations[4953],0.388,0.956,-1.38,2.184,0.015,0.018,4180.0,2248.0,1.0
innovations[4954],0.383,0.951,-1.396,2.222,0.013,0.02,5500.0,2135.0,1.0
innovations[4955],0.469,0.967,-1.401,2.136,0.017,0.017,3158.0,2061.0,1.0
innovations[4956],0.5,0.958,-1.143,2.413,0.017,0.019,3199.0,2061.0,1.0
innovations[4957],0.571,0.951,-1.227,2.358,0.015,0.019,4000.0,1904.0,1.0
innovations[4958],0.659,1.01,-1.21,2.512,0.018,0.019,3204.0,2062.0,1.0
innovations[4959],0.766,0.961,-0.97,2.677,0.014,0.019,4599.0,2202.0,1.0
innovations[4960],0.883,0.951,-0.903,2.676,0.017,0.018,3096.0,2076.0,1.0
innovations[4961],1.063,0.939,-0.713,2.751,0.017,0.02,3009.0,1938.0,1.0
innovations[4962],1.298,0.921,-0.555,2.93,0.016,0.016,3252.0,2440.0,1.0
innovations[4963],1.69,0.906,-0.022,3.365,0.013,0.017,4693.0,2403.0,1.0
innovations[4964],-0.701,0.9,-2.383,1.002,0.014,0.016,4066.0,2452.0,1.0
innovations[4965],-0.899,0.899,-2.639,0.684,0.016,0.016,3350.0,2154.0,1.01
innovations[4966],-1.186,0.905,-2.995,0.39,0.014,0.017,4263.0,2482.0,1.0
innovations[4967],-0.924,0.934,-2.648,0.817,0.017,0.019,3186.0,2195.0,1.0
innovations[4968],-0.721,0.95,-2.535,1.027,0.016,0.018,3757.0,2066.0,1.0
innovations[4969],-0.558,0.953,-2.275,1.285,0.017,0.017,3118.0,2117.0,1.0
innovations[4970],-0.41,0.956,-2.198,1.322,0.014,0.018,4356.0,2398.0,1.0
innovations[4971],-0.356,0.976,-2.306,1.349,0.015,0.019,4056.0,2201.0,1.0
innovations[4972],-0.22,0.956,-1.91,1.61,0.014,0.017,4401.0,2329.0,1.0
innovations[4973],-0.151,0.971,-2.009,1.607,0.015,0.019,4057.0,2258.0,1.0
innovations[4974],-0.033,0.958,-1.92,1.705,0.016,0.017,3425.0,2315.0,1.0
innovations[4975],0.046,0.964,-1.94,1.681,0.016,0.018,3731.0,1991.0,1.0
innovations[4976],0.124,0.972,-1.564,2.03,0.016,0.02,3616.0,2291.0,1.0
innovations[4977],0.238,1.002,-1.511,2.25,0.016,0.021,4091.0,2545.0,1.0
innovations[4978],1.009,0.877,-0.717,2.606,0.017,0.015,2574.0,2202.0,1.0
innovations[4979],0.439,0.797,-1.065,1.948,0.013,0.015,3712.0,2045.0,1.0
innovations[4980],0.208,0.768,-1.1,1.776,0.013,0.014,3478.0,1927.0,1.0
innovations[4981],-0.541,0.79,-2.049,0.887,0.014,0.014,3190.0,2109.0,1.0
innovations[4982],-0.101,0.762,-1.487,1.334,0.014,0.015,3073.0,2138.0,1.0
innovations[4983],-0.028,0.773,-1.379,1.565,0.014,0.013,3228.0,2366.0,1.0
innovations[4984],0.017,0.818,-1.499,1.591,0.015,0.015,2992.0,2037.0,1.0
innovations[4985],0.083,0.78,-1.382,1.509,0.014,0.016,2950.0,1802.0,1.0
innovations[4986],0.175,0.784,-1.281,1.613,0.014,0.013,3317.0,2104.0,1.0
innovations[4987],0.098,0.773,-1.337,1.586,0.013,0.014,3662.0,2245.0,1.0
innovations[4988],0.09,0.777,-1.354,1.583,0.012,0.015,3903.0,2065.0,1.0
innovations[4989],0.099,0.746,-1.355,1.421,0.013,0.015,3488.0,2316.0,1.0
innovations[4990],-0.088,0.773,-1.567,1.371,0.013,0.016,3507.0,2083.0,1.0
innovations[4991],-0.021,0.773,-1.478,1.378,0.013,0.013,3475.0,2257.0,1.0
innovations[4992],-0.291,0.758,-1.703,1.144,0.013,0.015,3402.0,1881.0,1.0
innovations[4993],-0.166,0.78,-1.529,1.412,0.015,0.013,2822.0,2298.0,1.0
innovations[4994],0.176,0.752,-1.226,1.575,0.016,0.012,2357.0,2180.0,1.0
innovations[4995],-0.022,0.739,-1.376,1.449,0.015,0.012,2556.0,2097.0,1.0
innovations[4996],-0.158,0.789,-1.706,1.263,0.014,0.015,3302.0,2261.0,1.0
innovations[4997],-0.127,0.757,-1.565,1.264,0.014,0.014,2869.0,2261.0,1.0
innovations[4998],-0.196,0.782,-1.671,1.273,0.013,0.014,3699.0,2217.0,1.0
innovations[4999],-0.039,0.805,-1.542,1.516,0.014,0.015,3408.0,2291.0,1.0
innovations[5000],0.095,0.802,-1.382,1.58,0.014,0.014,3520.0,2291.0,1.0
innovations[5001],-0.015,0.777,-1.374,1.493,0.014,0.013,3256.0,2328.0,1.0
innovations[5002],0.14,0.786,-1.315,1.653,0.014,0.014,3356.0,2239.0,1.0
innovations[5003],0.086,0.799,-1.434,1.543,0.013,0.015,3695.0,2200.0,1.0
innovations[5004],0.068,0.8,-1.488,1.464,0.014,0.014,3342.0,2272.0,1.0
innovations[5005],0.106,0.765,-1.428,1.453,0.013,0.014,3276.0,2076.0,1.0
innovations[5006],-0.081,0.764,-1.522,1.318,0.013,0.014,3565.0,1923.0,1.0
innovations[5007],0.337,0.786,-1.121,1.795,0.014,0.015,3192.0,2447.0,1.0
innovations[5008],-0.037,0.765,-1.479,1.402,0.013,0.014,3539.0,2052.0,1.0
innovations[5009],0.262,0.742,-1.208,1.604,0.013,0.013,3235.0,2241.0,1.0
innovations[5010],0.105,0.76,-1.346,1.486,0.013,0.013,3316.0,2428.0,1.0
innovations[5011],0.047,0.757,-1.523,1.359,0.013,0.014,3277.0,2103.0,1.0
innovations[5012],0.018,0.763,-1.34,1.507,0.013,0.014,3372.0,2247.0,1.0
innovations[5013],0.031,0.734,-1.385,1.4,0.013,0.013,3401.0,1910.0,1.0
innovations[5014],0.075,0.747,-1.316,1.478,0.013,0.013,3205.0,2605.0,1.0
innovations[5015],-0.25,0.743,-1.673,1.145,0.014,0.014,2776.0,2084.0,1.0
innovations[5016],-0.346,0.761,-1.762,1.04,0.013,0.013,3552.0,2346.0,1.0
innovations[5017],-0.124,0.788,-1.533,1.433,0.013,0.014,3509.0,2184.0,1.0
innovations[5018],0.003,0.761,-1.381,1.472,0.013,0.013,3496.0,2122.0,1.0
innovations[5019],0.167,0.758,-1.147,1.633,0.013,0.012,3267.0,2338.0,1.0
innovations[5020],0.134,0.77,-1.365,1.502,0.013,0.014,3280.0,2191.0,1.0
innovations[5021],-0.143,0.793,-1.58,1.396,0.012,0.015,4066.0,2113.0,1.0
innovations[5022],0.079,0.765,-1.354,1.485,0.013,0.014,3394.0,2408.0,1.0
innovations[5023],0.087,0.73,-1.237,1.457,0.014,0.013,2876.0,2169.0,1.0
innovations[5024],0.163,0.758,-1.257,1.571,0.015,0.015,2630.0,1979.0,1.0
innovations[5025],0.014,0.764,-1.454,1.407,0.015,0.014,2760.0,2235.0,1.0
innovations[5026],0.248,0.749,-1.162,1.647,0.013,0.013,3271.0,2301.0,1.0
innovations[5027],0.004,0.757,-1.396,1.416,0.013,0.013,3190.0,2180.0,1.0
innovations[5028],0.095,0.752,-1.336,1.479,0.013,0.014,3225.0,1984.0,1.0
innovations[5029],0.048,0.748,-1.424,1.365,0.015,0.013,2593.0,2065.0,1.0
innovations[5030],-0.037,0.732,-1.394,1.371,0.014,0.012,2854.0,2368.0,1.0
innovations[5031],0.205,0.767,-1.301,1.615,0.014,0.014,3215.0,2373.0,1.0
innovations[5032],-0.05,0.755,-1.44,1.401,0.013,0.015,3422.0,1802.0,1.0
innovations[5033],-0.296,0.749,-1.732,1.051,0.013,0.013,3369.0,2222.0,1.0
innovations[5034],0.064,0.742,-1.39,1.389,0.013,0.014,3496.0,1889.0,1.0
innovations[5035],-0.42,0.763,-1.825,1.026,0.013,0.014,3292.0,2066.0,1.0
innovations[5036],-0.002,0.775,-1.437,1.492,0.014,0.015,3190.0,2051.0,1.0
innovations[5037],-0.228,0.794,-1.681,1.298,0.013,0.016,3650.0,2400.0,1.0
innovations[5038],-0.015,0.76,-1.466,1.423,0.013,0.015,3579.0,2214.0,1.0
innovations[5039],-0.113,0.792,-1.563,1.367,0.012,0.016,4016.0,1785.0,1.01
innovations[5040],0.06,0.802,-1.39,1.67,0.016,0.016,2388.0,2022.0,1.0
innovations[5041],0.276,0.78,-1.188,1.696,0.015,0.014,2880.0,2268.0,1.0
innovations[5042],0.038,0.766,-1.314,1.533,0.014,0.017,3126.0,1896.0,1.0
innovations[5043],0.126,0.743,-1.266,1.52,0.012,0.013,3559.0,2322.0,1.0
innovations[5044],0.085,0.77,-1.376,1.521,0.013,0.015,3573.0,2261.0,1.0
innovations[5045],0.679,0.724,-0.696,1.982,0.012,0.012,3399.0,2625.0,1.0
innovations[5046],1.27,0.701,-0.064,2.539,0.012,0.013,3235.0,2266.0,1.0
innovations[5047],-0.077,0.697,-1.367,1.21,0.012,0.012,3295.0,2418.0,1.0
innovations[5048],-0.326,0.705,-1.596,1.017,0.012,0.014,3393.0,2191.0,1.0
innovations[5049],-0.436,0.705,-1.738,0.845,0.013,0.012,2764.0,2285.0,1.0
innovations[5050],-0.293,0.702,-1.538,1.093,0.013,0.013,3037.0,2229.0,1.0
innovations[5051],-0.473,0.722,-1.759,0.987,0.013,0.014,3288.0,2319.0,1.0
innovations[5052],-0.824,0.773,-2.358,0.542,0.013,0.013,3505.0,2432.0,1.0
innovations[5053],-0.92,0.777,-2.359,0.482,0.013,0.014,3510.0,2363.0,1.0
innovations[5054],-0.624,0.816,-2.11,0.932,0.013,0.015,3970.0,1939.0,1.0
innovations[5055],-0.652,0.856,-2.197,0.977,0.014,0.015,3558.0,2348.0,1.0
innovations[5056],-0.244,0.848,-2.009,1.192,0.015,0.015,3107.0,2084.0,1.0
